%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
213.94,20,20,145.13,249.03,20,132.02,171.82,105.21,117.54,378.27,211.33,231.2,20,352.83,238.44,85.7,20,167.8,160.16,181.07,168.49,20,49.85,20,272.68,464.17,235.64,270.78,178.27,378.46,219.8,296.37,178.08,417.98,225.82,460.12,224.26,199.25,255.91,356,131.9,249.67,411.25,456.44,247.31,320.92,211.74,275.65,336.81,424.36,460.12,20,127.1,305.63,20,295.02,20,54.32,97.42,182.95,944.79,280.1,350.14,177.57,125.4,106.81,266.5,310.06,378.81,139.59,20,138.49,142.03,232.46,20,477.61,176.7,88.52,171,47.32,75.83,119.22,20,295.21,20,209.22,258.79,20,30.72,308.28,155.04,168.26,423.71,276.15,382.87,153.83,256.35,248.83,475.37,521.02,289.44,480.67,2
967.55,775.37,825.82,979.59,718.2,787.25,1473.66,843.99,696.32,865.3,1581.47,1116.55,1890.31,1519.71,697.85,939.37,1244.78,1110.61,808.02,648.36,1165.69,916.97,933.82,1137.9,804.83,861.45,1224.67,934.49,1267.51,1600.28,1028.08,1391.39,1514.31,788.79,1338.33,1355.88,952.47,952.87,1645.33,1693.43,1341,1069.73,1144.5,1807.92,1119.84,1238.47,1030.51,1174.19,1433.18,725.29,1118.58,952.47,689.46,1159.05,1858.56,1141.61,651.45,506.98,994.27,1173.25,1108.57,720.37,994.65,864.53,1383.36,591.46,530.1,1006.55,780.7,1195.79,1163.59,834.41,329.54,501.17,920.35,816.31,657.34,869.46,859.48,331.7,727.96,1089.94,945.35,339.77,1447.22,865.39,696.36,976.43,689.4,1376.01,674.49,944.54,706.32,752.5,828.46,940.52,713.9,805.4,763.65,742.83,1003.58,831.78,765.52,1
162.33,124.72,40.65,96.04,148.42,29.6,56.89,113.47,146.42,105.22,184.47,221.13,48.89,30.8,52.63,93.53,166.18,214.78,120.85,143.59,101.78,91.8,164.98,136.55,105.74,88.87,47.95,111.78,52.41,97.53,60.36,68.56,111.01,20.51,78.49,33.92,77.17,55.84,85.25,61.98,77,120.26,86.89,83.43,38.75,55.91,64.94,20,62.65,133,75.19,77.17,63.63,206.79,114.61,68.14,152.04,110.93,70.81,38.12,20,72.14,100.99,96.39,147.63,134.29,98.9,114.92,95.95,87.42,146.13,124.61,101.08,101.45,142,76,76.46,150.6,119.4,84.47,131.9,50.55,80.73,20,84.49,20,193.37,57.73,96.52,20,89.68,120.36,37.17,80.24,123.39,101.02,132.65,76.61,79.13,78.09,52.87,75.97,78.71,2
219.31,78.465,166.145,257.17,393.965,251.765,190.315,207.22,58.265,98.435,123.48,201.72,100.645,113.965,137.68,94.79,196.56,194.56,128.855,194.945,165.535,162.29,212.185,377.675,126.515,102.91,87.2,152.49,109.48,98.09,172.465,173.84,127.815,164.31,121.855,228.55,193.915,104.565,155.6,141.955,122,129.775,152.815,116.985,128.125,180.56,48.115,112.37,179.27,148.265,125.875,193.915,430.26,178.965,95.7,96.41,134.855,82.495,77.9,156.655,370.46,121.23,149.1,86.715,97.235,20,164.78,89.255,119.175,178.36,47.625,347.92,101.48,112.465,253.49,196.43,54.185,121.445,99.035,158.645,175.625,129.815,125,123.94,119.335,123.89,109.33,106.05,143.64,43.895,122.57,239.505,98.045,122.535,239.15,163.555,33.03,111.165,71.97,135.43,127.755,171.55,226.75,0
112.88,47.97,108.06,114.18,69.73,182.01,189.98,212.89,249.46,236.19,50.78,203.7,168.05,132.2,140.35,121.28,162,73.39,121.85,115.98,263.57,97.21,319.18,156.05,147.83,240.36,45.07,70.49,79.58,75.5,103.48,81.67,59.69,98.83,34.34,78.5,46.89,432.3,48.27,54.98,61,77.59,125.84,128.58,83.16,94.76,68.7,61.25,104.09,49.76,52.53,46.89,133.51,151.31,195.15,54.32,93.64,166.4,65.96,168.36,90.98,199.38,38.11,69.83,66.07,54.31,91.98,127.8,85.85,45.33,193.02,82.74,182.96,247.54,20,43.43,105.25,61.24,59.7,172.03,117.8,75.83,153.96,242.25,24.85,66.72,108.84,59.72,47.73,51.91,107.43,116.28,103.7,61.65,168.43,83.85,28.56,51.07,54.34,25.38,20,24.04,61.84,0
738.56,752.69,651.34,439.64,515,1084.38,568.85,480.89,924.09,630.22,629.06,543.57,301.47,1961.25,675.44,288.8,596.78,788.98,665.19,841.65,739.27,591.87,527.29,573.28,821.25,507.99,290.58,389.7,462.94,484.49,208.87,484.97,484.87,169.69,313.98,311.11,291.11,574.6,268.06,385.87,227,537.29,368.52,68.7,176.72,361.02,188.22,37.62,434.68,326.28,359.47,291.11,674.86,294.55,467.74,543.16,540.69,390.21,559.7,624.75,354.03,358.68,486.84,453.41,397.46,1040.73,748.67,412.13,423.17,425.22,719.75,698.83,374.01,192.76,595.34,149.05,435.91,576.3,678.32,646.92,612.17,502.51,716.29,837.63,544.7,560.41,817.88,213,731.83,832.6,487.65,641.6,793.38,388.48,76.38,537.44,451.37,431.18,476.68,145.44,136.5,379.83,118.06,2
638.58,511.97,341.04,582.63,1312.89,859.61,547.39,370.66,350.33,790.3,231.11,1058.81,740.44,311.9,1200.78,651.6,1151.76,1007,187.77,404.26,867.84,351.02,156.36,1387.15,204.29,432.24,475.68,600.16,532.82,583.06,356.43,524.29,495.34,447.54,414.06,639.66,886.04,516.06,515.58,332.89,449,519.83,415.46,722.38,612.37,774.16,431.97,678.09,504.07,471.72,505.73,886.04,741.61,398.46,561.7,425.64,359.46,563.41,572.31,670.28,575.55,354.67,191.5,612.74,273.58,548.01,428.24,317.02,237.34,561.2,644.5,941.08,709.62,908,241.92,199.39,319.73,405.62,682.44,575.85,338.3,671.36,870.25,942.33,578.49,525.14,469.17,663.89,1233.5,317.79,698.78,844.58,506.75,645.84,930.3,645.53,385.97,791.65,656.87,720.38,989.16,833.7,540.64,1
2112.48,2240.63,1739.88,2203.55,2417.59,2299.24,1982.4,2354.73,3917.63,2269.02,1825.01,3074.05,2497.33,3783.87,1836.25,2509.78,3547.24,2424.13,1704.93,2888.34,1977.81,2120.15,3500.2,2370.08,2850.77,1129.08,1655.27,1768.27,1796.44,1962.07,2446.12,2020.54,2263.08,1706.24,2186.07,1947.08,1560.1,2309.22,2688.81,2349.21,2150,1452.82,1520.01,1321.09,1897.59,2441.88,2218.18,1576.67,1738.71,1836.18,1848.85,1560.1,1559.37,1724.96,2839.46,1556.39,1135.76,2273.12,1407.5,2472.52,1666.31,2509.76,3552.73,3234.84,4852.09,1633.17,2868.1,4427.43,4526.62,2265.31,1895.33,2327.78,1628.48,1681.07,4497.64,3005.65,5737.33,4485.87,4782.19,2923.52,1392.48,2358.84,1189.43,1512.04,1354.78,1425.8,1980.23,1672.17,1787.15,2203.32,1494.71,1451.49,2033.84,1519.68,1393.49,1410.27,1181.85,1364.26,1505.36,1583.28,1535.17,1274.12,1353.01,0
800.91,660.24,669.19,979.59,1123.63,1053.68,1245.04,1050.39,1456.64,623.51,934.79,1364.91,697.66,1320.76,871.34,1432.69,1636.71,1588.75,1141.61,1312.18,841.05,1433.24,1065.37,843.13,937.25,790.76,981.08,2199.26,833.68,1099.01,818.25,1105.05,978.12,1263.37,1453.13,1665.05,795.19,420.6,1754.2,818.72,1171,829.21,1326.26,1214.11,850.51,1731.2,1315.66,1000.95,1258.73,797.05,957.9,795.19,676.95,758.58,802.28,710.05,1022.99,982.81,714.91,917,530.06,1594.02,1684.43,1216.63,1021,1258.94,996.91,1867.47,1200.84,1055.49,1040.36,1074.67,887.53,1034.81,1157.02,749.19,2040.54,1048.18,1128.13,1058.98,827.63,614.74,648.7,686.73,1166.92,599.48,735.45,815.18,1011.83,808.24,934.19,907.82,1009.58,960.93,1031.17,721.3,908.26,984.15,957.18,895.11,1175.65,976.02,864.84,1
176.31,283.46,407.46,203.82,263.97,194.07,284.43,141.56,406.73,438.8,269.45,415.03,189.44,789.38,204.68,309.35,350.13,399.35,329.6,429.66,356.78,470.91,392.51,344.62,199.15,342.36,324.15,388.7,306.69,254.83,301.81,236.94,281.71,234.96,321.83,440.01,392.71,295.41,419.04,182.94,279,430.61,429.44,372.97,200.34,208.46,294.57,322.86,235.17,415.27,429.51,392.71,260.76,181.57,259.17,248.86,227.55,235.49,359.88,352.61,219.54,400.76,253.43,247.85,545.09,390.03,326.37,217.95,323.19,316.22,459.11,390.79,388.17,254.65,439.67,392.86,248.24,490.96,510.54,389.39,314.14,263.89,327.63,439.34,272.35,299.27,386.75,381.22,427.43,192.79,490.45,309.07,339.46,348.36,285.95,465.71,343.59,250.46,343.21,426.57,517.17,349.06,327.94,1
534.305,320.525,703.39,660.53,643.495,1007.085,1477.95,2306.645,382.87,511.565,903.695,565.35,967.56,603.905,1117.44,916.76,1336.225,429.025,965.33,437.395,486.42,612.935,982.88,891.355,327.99,401.44,762.9,765.31,675.005,1152.495,949.51,711.825,630.435,840.065,714.3,1063.185,727.785,590.01,883.26,972.67,700,771.99,750.02,904.94,1053.69,851.385,954.75,1000.95,938.265,734.375,1142.27,727.785,647.31,709.15,948.38,1130.255,779.325,1404.16,863.805,847.115,1059.615,481.915,693.585,805.025,883.7,319.55,630.49,723.21,750.9,580.09,675.035,1021.335,770.27,1273.735,755.745,657.885,724.37,747.98,360.995,829.255,655.965,470.66,754.31,470.14,788.715,426.97,643.525,737.05,657.51,786.52,669.345,839.48,573.76,977.565,1381.74,1118.315,208.05,945.85,740.765,793.595,919.47,1100.545,818.455,1
117.18,47.97,86.25,98.17,164.36,133.77,69.77,162.1,88.94,184.7,200.02,291.94,73.33,127.07,75.05,114.08,90.93,184.56,123.85,103.83,120,110.17,87.34,121.38,111.9,93.92,155.36,74.52,77.64,59.77,82.4,29.24,85.87,126.8,106.95,86.26,116.25,41.43,95.52,92.97,126,62.07,74.9,66.74,108.68,149.72,124.23,70,115.66,114.82,135.96,116.25,138.73,134.16,41.3,71.1,93.64,59.36,111.55,104.83,183.94,142.27,64.79,60,143.5,156.01,76.15,120.87,55.55,67.99,139.59,128.6,97.04,57.83,48.38,177.67,116.18,20,174.98,53.57,68.47,106.16,80.73,125.23,146.11,90.54,138.43,98.54,20,92.16,104.63,86.7,109.57,86.11,111.64,136.38,132.65,92.33,176.37,81.02,55.75,130.78,196.77,2
552.58,728.27,417.37,570.9,739.12,486.82,857.57,478.73,582.44,1297.39,416.61,888.88,476.65,317.03,556.53,440.91,502.72,1443.04,301.63,469.42,620.34,833.81,643.75,643.73,678.56,403.96,475.68,496.45,484.29,634.45,521.23,394.23,507.91,526.79,454.29,286.88,650.61,690.79,657.31,460.84,386,593.54,575.25,559.45,584.96,435.88,222.1,489.1,611.05,612.38,375.95,650.61,412.01,237.06,549.31,478.96,655.48,623.75,270.64,625.81,624,721.37,705.97,738.63,584.32,330.78,500.43,1091.75,410.04,905.48,492.92,373.84,734.89,560.02,650.03,413.59,642.45,838.34,473.48,535.67,557.8,751.23,503.18,616.93,771.32,627.12,462.83,793.29,675.62,572.02,639.92,823.16,700.45,393.37,789.29,560.67,342.67,933.08,736,727.21,1144.89,592.34,471.3,0
50.53,20,36.68,219.82,113.56,20,20,20,61.82,302.24,93.27,228.76,20,20,42.88,212.75,155.73,1085.79,61.92,175.62,256.07,179.29,147.73,202.65,62.62,63.62,207.15,172.19,20,148.91,91.02,59.49,49.22,114.68,231.56,151.19,170.96,83.76,225.95,125.96,162,20,69.91,238.5,118.13,267.21,123.28,234.49,159.03,80.37,186.43,170.96,20,29.25,73.31,20,31.21,54.49,20,209.66,20,63.12,20,29.51,28.91,20,38.57,20,28.28,60.44,20,34.89,20,20,20,20,305.83,127.51,20,41.21,100.69,141.55,20,20,45.72,93.4,259.94,20,130.46,137.71,35.5,20,24.46,36.21,20,20,211.87,37.32,20,132.75,20,47.12,59.03,0
195.66,20,20,20,34.86,194.07,156.7,135.08,20,33.58,76.69,47.93,103.89,355.54,53.61,60.64,86.75,20,78.9,49.7,51.43,50.76,54.99,20,44.14,20,78.64,20,53.38,20,33.53,20,59.69,38.23,38.27,20.35,36.15,20,34.92,26.99,20,64.98,20,44.17,55.76,22.74,62.11,75.25,37.59,48.8,62.83,36.15,153.33,104.91,69.18,95.79,69.47,143.04,363.76,20,96.91,23.04,70.5,30.49,94.98,155.02,20,107.99,20,70.15,77.43,130.6,65.71,87.25,87.3,103.64,48.66,65.26,136.9,94.77,137.94,31.34,20,173.48,90.45,20,71.85,53.75,20,105.93,20,49.98,73.37,58.71,60.71,153.55,141.86,20,40.04,49.78,41.34,22.12,105.88,1
201.04,167.46,492.72,541.02,256,532.87,184.61,268,173.54,476.86,249.76,233.11,155.83,329.87,210.53,360.74,183.95,328.11,205.75,360.08,451.06,477.39,226.45,331.62,260.75,274.7,689.54,610.23,607.55,741.41,530.81,750.14,545.61,713.27,843.81,954.64,473.79,324.23,740.5,865.71,755,381.15,483.37,558.47,585.91,1054.64,978.75,865.33,841.4,661.18,901.25,473.79,376.54,423.67,321.12,179.74,241.65,194.62,225.04,149.3,185.92,147.28,120.04,163.27,118.72,274.5,181.98,137.71,235.32,380.97,335.88,470.54,247.66,300.3,265.06,163.85,187.67,205.82,252.18,228.69,267.82,289.17,116.41,144.74,184.88,230.64,182.81,145.32,235.46,248.93,97.16,178.5,270,277.91,236.98,448.54,170.41,308.41,247.87,314.31,185.53,174.05,216.44,0
20,98.56,116.98,25.61,64.75,195.17,148.12,45.39,176.79,152.24,46.64,89.32,20,395.33,27.29,104.83,136.91,20,20,20,20,20,20,36.85,20,46.46,93.98,132.92,186.34,148.91,40.24,93.77,137.19,117.48,177.59,80.44,164.12,148.6,98.6,177.94,128,94.07,99.87,134.47,134.19,190.46,47.06,128.62,143.61,119.61,135.96,164.12,187.75,91.8,116.68,41.48,36.25,33.08,42.68,23.3,155.26,75.14,32.39,20,20,155.02,38.57,27.74,20,233.11,206.11,194.4,89.97,171.45,20,20,33.76,101.4,248.06,45.33,112.77,83.92,72.29,168.35,114.31,61.95,102.5,25.88,163.34,157.83,70.06,32.64,55.76,86.11,131.22,20,111.46,89.38,67.69,81.99,78.83,21.16,52.47,2
106.43,99.43,134.83,229.43,104.59,203.94,20,117.79,121.48,169.03,143.02,135.08,74.35,373.51,108.19,261.05,177.68,245,49.94,166.78,126.43,113.41,71.17,131.13,60.57,89.88,53.71,94.66,80.55,37.75,44.07,61.5,55.5,53.15,50.04,70.75,122.11,72.95,74.97,72.98,54,99.89,81.89,81.46,56.7,65.38,113.87,75.25,86.74,71.76,72.1,122.11,49.02,136.18,37.17,84.93,74.51,68.12,45.59,44.47,82.08,56.11,50.49,69.83,71.23,198.47,32.64,91.14,44.44,49.64,38.17,138.57,114.23,112.61,57.85,83.9,81.42,83.33,166.75,77.26,197.34,60.66,71.35,235.07,78.52,275.44,169.07,85.6,20.15,62.5,115.84,79.56,66.52,139.93,73.44,145.47,199.89,107.06,134.42,111.28,72.1,192.32,150.85,2
20,20,49.57,154.73,75.71,127.19,118.06,20,55.32,59.33,20,20,78.42,415.87,300.19,170.61,338.63,194.28,93.89,133.65,98.57,64.8,99.2,20,265.88,20,128.51,150.04,235.84,205.54,203.12,161.32,119.39,168.76,74.57,190.93,185.61,71.15,101.68,198.93,131,255.07,186.76,169.8,187.11,198.99,126.11,244.11,239.99,184.67,190.55,185.61,400.53,265.3,164.17,199.49,170.16,243.27,375.4,81.53,398.53,180.34,182.92,196.71,137.3,383.11,220.55,68.36,166.64,110.08,282.45,207.36,170.83,253.63,257.7,185.57,183.7,232.93,360.26,191.6,310.11,293.21,214.98,433.18,160.03,270.67,324.4,225.94,512.28,414.18,194.31,20,225,129.17,146.89,26.27,258.85,126.7,160.17,131.78,132.66,124.05,117.12,2
251.56,272.99,488.75,263.57,129.5,290.56,180.32,90.77,242.95,213.81,190.69,197.17,105.92,572.46,60.43,55.5,20,112.25,146.82,122.6,205.71,170.65,299.77,126.79,208.39,160.58,41.24,39.27,100.93,68.16,27.79,118.97,89.02,66.2,34.34,116.3,85.97,191.83,101.68,53.98,35,96.98,50.93,20,31.19,20,111.99,86.62,20,66.02,46.35,85.97,137.68,82.72,116.68,83.94,81.56,107.04,221.16,127.07,40.55,74.14,110.52,83.6,20,153.05,147.36,107,20,86.34,76.34,52.84,39.42,51.74,85.2,125.36,87.38,118.47,104.99,20,188.28,206.26,128.61,259.71,147.11,187.76,203.94,76.64,282.13,316.73,163.48,84.66,129.13,59.69,30.36,20,140.94,20,79.13,20,20,78.85,27.17,0
83.85,65.41,65.43,36.28,20,52.63,60.11,78.89,28.2,20,157.53,20,154.81,141.19,36.06,20,94.06,20,20,83.94,20,28.08,87.34,20,20,20,110.29,20,114.52,49.29,59.4,63.52,33.51,91.37,21.59,97.89,20,90.06,20,81.97,80,20,29.96,109.93,91.67,20,20,48.12,20,20,20,20,67.8,20,34.07,20,30.21,52.55,64.99,52.94,47.47,36.07,36.2,37.37,54.72,32.58,26.7,53.5,45.45,55.04,29.44,20,20,20,54.7,60.21,20,98.39,20,20,63.43,33.37,60.08,20,20,20,20,68.68,20,20,20,44.88,51.85,20,20,36.37,34.08,20,20,20,118.24,20,20,0
20,174.44,539.31,765.11,426.34,20,20,20,359.01,20,389.67,20,226.1,322.17,85.77,369.99,718.02,726.38,398.52,172.31,506.77,398.54,741.88,567.87,165.28,120.18,774.89,390.71,149.46,606.13,574.88,218.79,428.32,319.8,421.91,66.87,484.54,627.74,638.82,163.94,239,103.77,444.42,548.66,578.35,249.21,286.1,63.87,133.97,465.98,772.5,484.54,375.5,434.77,300.47,325.89,451.08,20,275.49,289.08,20,616.17,280.1,51.14,301.45,401.87,551.86,248.67,795.85,635.67,456.93,222.31,367.95,53.77,629,733.4,458.75,302.2,299.53,190.57,643.38,271.98,133.31,53.38,20,402.2,475.51,381.22,306.52,20,242.89,183.6,240.66,777.94,255.59,421.26,615.33,109.02,1068.72,363.12,200.91,209.63,175.22,2
75.25,150.89,211.17,178.21,139.46,123.9,200.71,175.07,91.11,278.73,71.51,312.63,103.89,69.31,186.16,140.8,193.35,201.83,137.83,168.99,184.28,142.57,113.22,156.05,169.38,139.37,124.67,129.9,163.05,70.26,97.73,110.91,114.15,129.6,123.63,63.97,158.26,184.63,100.65,227.92,97,136.75,123.84,156.06,109.62,180.99,88.46,110.24,127.22,162.66,93.73,158.26,211.74,112.98,215.8,76.04,120.83,82.71,108.64,114.36,132.51,217.41,128.62,123.93,80.52,40.48,83.08,188.23,63.63,118.72,122.14,150.53,190.04,148.12,175.66,138.19,166.82,126.5,149.25,138.04,142.97,176.94,162.41,195.04,173.94,169.65,133.14,176.18,144.24,227.75,127.98,117.3,118.37,88.07,208.58,102.03,186.07,170.9,111.54,178.63,159.57,190.4,176.15,0
59.13,64.54,65.43,66.16,42.83,133.77,114.84,153.45,56.4,75,20,127.45,20,240.02,71.15,43.17,82.57,53.97,31.96,69.59,40.71,30.24,50.68,55.27,74.94,24.24,27.81,46.32,47.56,98.58,39.28,30.25,62.83,50.35,43.17,64.93,46.89,63.94,63.68,41.99,39,38.79,48.94,54.96,47.25,37.9,53.64,39.37,29.88,34.45,31.93,46.89,68.84,42.37,81.57,42.46,48.33,47.68,101.85,85.77,63.29,64.12,44.78,105.24,34.07,102.69,68.24,33.68,43.43,48.57,56.71,84.74,22.24,54.78,37.87,45.41,52.63,20,104.99,38.11,109.75,54.6,47.88,151.92,49.7,121.04,96.16,38.82,188.79,154.66,78.47,20,73.37,45.01,20,106.07,89.35,63.84,20,62.47,71.14,48.08,41.23,2
20,20,20,20,20,20,20,20,20,20,81.87,20,20,20,20,92.5,24.04,20,20,48.6,76.07,21.6,20,23.84,20,32.32,76.72,20,20,20,20,20,90.06,20,86.34,20,20,20,20,63.98,132,20,20,20,63.32,20,126.11,20,20,20,22.66,20,20,20,74.34,26.66,39.27,20,20,93.18,62.3,20,20,20,20,31.6,20,20,20,26.98,20,23.93,20,20,20,20,103.27,21.08,20,20,20,32.35,20,20,76.54,20,20,20,20,20,20,70.38,20,47.95,20,59.6,20,99.2,29.55,44.9,20,20,37.48,1
61.28,20,73.36,54.42,134.48,20,106.26,113.47,20,20,39.38,25.05,63.15,20,47.76,97.64,20,88.5,20,81.73,69.64,49.68,20,110.54,56.46,78.77,38.36,67.47,57.26,55.58,20.12,40.33,42.94,69.93,85.36,67.84,74.24,36.93,41.08,87.97,82,25.22,40.95,69.69,46.31,39.8,21.65,20,48.19,50.71,40.17,74.24,20,20,23.75,24.69,42.29,50.6,20,20,95.92,47.09,68.6,133.76,50.59,52.33,38.57,78.27,23.23,75.55,20,32.9,20,20,92.56,34.55,60.57,78.31,20,56.66,20,146.61,89.18,20,96.42,21.92,20,57.73,20,20,20,77.52,20.54,42.08,42.11,69.71,20,36.34,70.55,57.59,43.26,20,20,2
403.15,304.39,146.73,392.69,264.97,160.08,422.88,207.48,374.19,252.98,333.7,43.57,628.41,794.51,467.83,258.99,110.79,261.19,206.75,241.89,332.14,359.66,635.13,316.44,239.19,623.12,280.03,322.24,343.57,266.36,285.52,324.66,537.23,302.09,454.29,524.32,394.67,350.35,314.28,463.84,580,218.21,461.4,255.19,292.01,385.66,540.19,214.36,212.04,259.3,244.11,394.67,280.58,836.25,484.26,409.84,434.97,549.79,578.13,439.44,456.88,325.62,258.19,477.01,563.67,277.46,343.18,298.2,184.82,501.84,411.13,550.29,486.22,225.22,309.24,550.79,284.98,331.32,226.45,332.73,20,417.57,430.9,223.78,289.25,276.39,394.14,393.16,269.4,391.94,112.1,497.77,398.16,420.77,437.73,672.81,139.09,529.4,422.34,532.97,311.46,576,245.49,1
398.13,210.75667,1136.78667,359.96667,247.7,483.89667,466.89,712.86667,523.86667,348.88,385.86667,428.1,588.34333,593.24333,605.26,599.52667,556.37,417.69333,679.17333,388.42333,448.56,388.82,387.83,482.25,372.98667,545.35333,594.91667,461.53667,680.66333,681.63667,532.72333,697.71333,649.98667,685.91667,637.44,543.70667,535.66333,627.14,545.02,934.35333,663.33333,598.39,516.65667,666.76333,627.17333,745.42,679.16,543.05333,620.05,655.43667,722.03,535.66333,787.16333,727.30667,522.46,470.40667,481.28667,508.59667,411.28667,468.73667,998.14,679.62333,498.27667,696.34333,614.59667,420.63333,665.59667,841.76333,696.86667,498.60667,528.17667,740.37,596.73667,603.98,708.58667,486.62667,775.17333,733.25667,675.23,628.38333,480.60667,708.76667,669.34667,626.51,594.06333,470.50333,625.20333,704.7,655.11,874.97333,628.71,820.44,537.07667,855.57333,979.91667,835.79,767.94,1058.14667,660.68,828.73,967.05,531.76,710.86,2
55.9,323.58,444.14,193.14,196.24,725.85,296.23,20,317.79,404.1,105.71,376.9,20,949.82,22.42,143.89,111.83,356.17,51.94,224.22,73.93,24.84,47.45,120.29,98.55,307.01,41.24,133.93,298.92,149.96,71.86,90.74,75.4,65.27,21.59,220.97,72.29,562,213.63,260.91,52,211.42,71.91,78.52,149.31,197.09,133.64,202.11,59.76,194.24,65.92,72.29,236.77,262.27,227.16,117.52,20,262.73,429.72,240.37,33.62,20,64.79,116.06,124.92,217.23,90.99,65.39,60.6,240.67,140.68,248.23,20,20,55.75,46.39,20,172.69,220.27,20,372.54,284.11,197.14,376.73,83.49,37.17,307.5,243.86,315,485.15,88.75,20,65.54,20,87.15,20,324.25,20,20,20,20,40.39,20,0
950.35,1242.86,704.88,829.13,1943.44,1717.03,615.01,2367.7,1624.75,663.8,480.87,981.47,995.06,1202.68,1422.02,1769.8,2948.37,713.42,639.22,661.61,1074.62,931.01,671.79,1696.01,1379.7,719.06,2814.73,4286.75,2766.97,4226.16,2606.13,3650.89,3312.42,2403.66,3159.39,6355.86,3788.4,2870.32,3145.85,3313.88,2897,2977.4,3281.71,3342,2421.12,2201.19,4303.66,3506.81,3121.77,2769.1,3267.16,3788.4,3098.93,2051.79,773.37,4360.06,1270.68,1047.04,934.13,3219.04,609.17,1050.99,744.08,1448.74,1289.42,628.98,2114.48,2084.43,609,3011.06,1668.5,2001.79,1436.42,1998.61,610.06,2326.54,619.61,356.42,1623.23,1211.44,766.22,933.22,1082.41,958.75,848.85,532.77,940.45,882.87,869.71,797.64,508.2,1162.83,1032.08,1390.51,1475.75,976.88,496.5,1585.26,681.66,1265.06,2103.29,1152.95,1217.14,0
220.39,328.81,118.97,284.91,209.19,465.99,462.6,237.74,721.27,226.12,433.19,602.39,1720.22,630.22,778.75,158.27,311.46,240.69,416.49,225.32,333.21,163.09,500.34,218.91,446.56,181.78,78.64,118.82,131.99,134.23,89.11,138.13,147.66,118.41,139.33,100.79,103.55,126.99,192.06,113.96,39,173.6,163.79,105.02,135.14,227.42,88.46,252.86,141.68,189.45,89.61,103.55,280.58,379.29,994.33,235.04,178.22,265.65,282.28,266.84,81.09,411.78,447.78,150.48,1210.96,248.83,592.41,362.6,694.85,1227.09,558.35,67.79,188.02,269.86,1266.41,197.42,109.23,1416.64,277.91,655.17,386.63,213.34,468.45,481.43,285.27,469.87,469.17,324.48,362.73,280.71,300.81,169.32,355.12,462.85,390.73,336.4,176.86,235.73,162.07,243.06,181.68,322.13,193.02,2
