BR_BR8T,BR_BR10T,BR_BR14T,BR_BR16T,BR_BR18T,BR_BR20T,BR_BR6T,BR_BR15T,BR_BR21T,BR_BR29T,BR_BR31T,BR_BR32T,BR_U1,BR_U16,BR_UX6,BR_UX8,BR_UX19,BR_B24T,BR_B46T,BR_B30T,BR_B34T,BR_B36T,BR_B37T,BR_B38T,BR_B39T,BR_B41T,PR_PR28T,PR_PR13BT,PR_PR8T,PR_PR21T,PR_PR27T,PR_PR9T,PR_PR7T,PR_PR19T,PR_PR5T,PR_PR24T,PR_U38,PR_U41,PR_PR4,PR_PR3,PR_PR1,PR_PR10,PR_PR22,PR_PR12,PR_PR31,PR_PR30,PR_PR26,PR_PR16,PR_PR23,PR_PR4,PR_PR11,PR_PR17,LU_A_LU_A31T,LU_A_LU_A34T,LU_A_LU_A39T,LU_A_LU_A8T,LU_A_LU_A20T,LU_A_LU_A5T,LU_A_LU_A6T,LU_A_LU_A17T,LU_A_LU_A18T,LU_S_LU_S20T,LU_S_LU_S24T,LU_S_LU_S25T,LU_S_LU_S12T,LU_S_LU_S13T,LU_S_LU_S14T,LU_S_LU_S44T,LU_S_LU_S7T,LUA_U17,LUA_UX4,LUA_LU40T,LUA_LU44T,LUA_LU33T,LUS_U2,LUS_U50,LUS_LU41T,LUS_LU30T,LUS_LU26T,LUS_LU36T,CO_CO7T,CO_CO9T,CO_CO42T,CO_CO15T,CO_CO40T,CO_CO27T,CO_CO30T,CO_CO32T,CO_CO88T,CO_CO24T,CO_CO8T,CO_U6,CO_U12,CO_CO14T,CO_CO21T,CO_CO23T,CO_CO5T,CO_CO43T,CO_CO70T,CO_CO49T,CO_CO51T,CO_CO56T,CO_CO61T
41,20,151,22,20,153,29,85,56,20,20,80,20,20,20,20,20,69,20,20,20,20,20,20,20,51,20,58,20,20,20,20,41,20,151,22,20,153,29,85,56,20,20,80,20,20,20,20,20,69,20,20,20,20,20,20,20,51,20,58,20,20,20,20,41,20,151,22,20,153,29,85,56,20,20,80,20,20,20,20,20,69,20,20,20,20,20,20,20,51,20,58,20,20,20,20,41,20,151,22,20,153,29
20,171,254,137,55,131,223,176,135,135,257,40,60,20,20,180,42,186,66,238,20,291,196,283,41,88,333,172,98,56,184,52,20,171,254,137,55,131,223,176,135,135,257,40,60,20,20,180,42,186,66,238,20,291,196,283,41,88,333,172,98,56,184,52,20,171,254,137,55,131,223,176,135,135,257,40,60,20,20,180,42,186,66,238,20,291,196,283,41,88,333,172,98,56,184,52,20,171,254,137,55,131,223
773,1493,1621,759.5,269,817.5,1071.75,1694.5,536,806,1096,678.5,769,566.5,947.5,2045.5,594.5,522.45,2038,294.5,152.7,1278,555,517,1031,589.5,863.5,266,345.55,507,1013.5,743.75,773,1493,1621,759.5,269,817.5,1071.75,1694.5,536,806,1096,678.5,769,566.5,947.5,2045.5,594.5,522.45,2038,294.5,152.7,1278,555,517,1031,589.5,863.5,266,345.55,507,1013.5,743.75,773,1493,1621,759.5,269,817.5,1071.75,1694.5,536,806,1096,678.5,769,566.5,947.5,2045.5,594.5,522.45,2038,294.5,152.7,1278,555,517,1031,589.5,863.5,266,345.55,507,1013.5,743.75,773,1493,1621,759.5,269,817.5,1071.75
591,564,531,301,165,169,284,270,322,1026,675,319,229,483,394,1519,55,20,620,20,20,2013,84,2404,1105,163,292,20,140,128,904,698,591,564,531,301,165,169,284,270,322,1026,675,319,229,483,394,1519,55,20,620,20,20,2013,84,2404,1105,163,292,20,140,128,904,698,591,564,531,301,165,169,284,270,322,1026,675,319,229,483,394,1519,55,20,620,20,20,2013,84,2404,1105,163,292,20,140,128,904,698,591,564,531,301,165,169,284
314,1166,767,199,28,149,163,353,559,204,159,68,191,421,548,1054,218,388,1469,20,134,509,46,227,293,171,180,20,45,46,199,118,314,1166,767,199,28,149,163,353,559,204,159,68,191,421,548,1054,218,388,1469,20,134,509,46,227,293,171,180,20,45,46,199,118,314,1166,767,199,28,149,163,353,559,204,159,68,191,421,548,1054,218,388,1469,20,134,509,46,227,293,171,180,20,45,46,199,118,314,1166,767,199,28,149,163
8242,7920,7979,3577.8,1471,6742,6951,7646,7865,8543,7258,6006,7233,5063,6995,8400,6234,2979.1,9155,1851,1607.7,6403,2717,8349,7805,8110,8080,1418,7339.5,7104,6219,7129.3,8242,7920,7979,3577.8,1471,6742,6951,7646,7865,8543,7258,6006,7233,5063,6995,8400,6234,2979.1,9155,1851,1607.7,6403,2717,8349,7805,8110,8080,1418,7339.5,7104,6219,7129.3,8242,7920,7979,3577.8,1471,6742,6951,7646,7865,8543,7258,6006,7233,5063,6995,8400,6234,2979.1,9155,1851,1607.7,6403,2717,8349,7805,8110,8080,1418,7339.5,7104,6219,7129.3,8242,7920,7979,3577.8,1471,6742,6951
430,699,561,149.4,20,199,151.2,497,242,386,668,20,105,79,140,645,178,81.2,603,20,20,978,20,593,604,257,329,20,20,20,97,171.6,430,699,561,149.4,20,199,151.2,497,242,386,668,20,105,79,140,645,178,81.2,603,20,20,978,20,593,604,257,329,20,20,20,97,171.6,430,699,561,149.4,20,199,151.2,497,242,386,668,20,105,79,140,645,178,81.2,603,20,20,978,20,593,604,257,329,20,20,20,97,171.6,430,699,561,149.4,20,199,151.2
512,940,906,910,20,282,516,474,164,396,375,92,84,190,258,2234,223,274,650,54,27,509,20,392,698,410,413,20,36,20,259,223,512,940,906,910,20,282,516,474,164,396,375,92,84,190,258,2234,223,274,650,54,27,509,20,392,698,410,413,20,36,20,259,223,512,940,906,910,20,282,516,474,164,396,375,92,84,190,258,2234,223,274,650,54,27,509,20,392,698,410,413,20,36,20,259,223,512,940,906,910,20,282,516
1424,1729,1217,1004,85,1110,1076,1286,775,2980,4849,1023,1944,826,870,6575,596,442,1248,261,20,2537,188,3012,2832,702,1266,118,554,479,457,1083,1424,1729,1217,1004,85,1110,1076,1286,775,2980,4849,1023,1944,826,870,6575,596,442,1248,261,20,2537,188,3012,2832,702,1266,118,554,479,457,1083,1424,1729,1217,1004,85,1110,1076,1286,775,2980,4849,1023,1944,826,870,6575,596,442,1248,261,20,2537,188,3012,2832,702,1266,118,554,479,457,1083,1424,1729,1217,1004,85,1110,1076
252,365,411,276,20,263,260,397,265,227,289,96,65,265,548,826,58,302,368,39,153,195,70,236,291,209,174,108,92,106,191,133,252,365,411,276,20,263,260,397,265,227,289,96,65,265,548,826,58,302,368,39,153,195,70,236,291,209,174,108,92,106,191,133,252,365,411,276,20,263,260,397,265,227,289,96,65,265,548,826,58,302,368,39,153,195,70,236,291,209,174,108,92,106,191,133,252,365,411,276,20,263,260
63,20,50,22,20,20,36,26,20,20,20,58,20,20,20,163,20,20,72,20,20,20,20,20,32,20,20,20,20,20,43,30,63,20,50,22,20,20,36,26,20,20,20,58,20,20,20,163,20,20,72,20,20,20,20,20,32,20,20,20,20,20,43,30,63,20,50,22,20,20,36,26,20,20,20,58,20,20,20,163,20,20,72,20,20,20,20,20,32,20,20,20,20,20,43,30,63,20,50,22,20,20,36
93.5,90.5,138.5,93,20,55.5,129.5,26,44,59,20.5,27.5,20,20,34,217,20,20,29.5,86,21,23.5,20,124,30,20,33,20,21.5,20,21.5,20,93.5,90.5,138.5,93,20,55.5,129.5,26,44,59,20.5,27.5,20,20,34,217,20,20,29.5,86,21,23.5,20,124,30,20,33,20,21.5,20,21.5,20,93.5,90.5,138.5,93,20,55.5,129.5,26,44,59,20.5,27.5,20,20,34,217,20,20,29.5,86,21,23.5,20,124,30,20,33,20,21.5,20,21.5,20,93.5,90.5,138.5,93,20,55.5,129.5
52,59,111,20,20,28,40,20,23,125,37,20,32,23,20,281,20,118,91,20,20,71,42,20,20,20,69,20,20,20,54,24,52,59,111,20,20,28,40,20,23,125,37,20,32,23,20,281,20,118,91,20,20,71,42,20,20,20,69,20,20,20,54,24,52,59,111,20,20,28,40,20,23,125,37,20,32,23,20,281,20,118,91,20,20,71,42,20,20,20,69,20,20,20,54,24,52,59,111,20,20,28,40
20,36.66667,34,20,20,20,21,100.66667,20.66667,68,84,20,20,20,93.33333,303,131.33333,110.2,1222.33333,20,20,64.33333,20,83.66667,92.33333,38.66667,20,20,20,20,20,128.26667,20,36.66667,34,20,20,20,21,100.66667,20.66667,68,84,20,20,20,93.33333,303,131.33333,110.2,1222.33333,20,20,64.33333,20,83.66667,92.33333,38.66667,20,20,20,20,20,128.26667,20,36.66667,34,20,20,20,21,100.66667,20.66667,68,84,20,20,20,93.33333,303,131.33333,110.2,1222.33333,20,20,64.33333,20,83.66667,92.33333,38.66667,20,20,20,20,20,128.26667,20,36.66667,34,20,20,20,21
717,808,851,425,57,508,485,729,401,653,782,75,101,175,943,2510,767,1284,2839,296,73,957,666,682,447,641,903,116,160,330,769,301,717,808,851,425,57,508,485,729,401,653,782,75,101,175,943,2510,767,1284,2839,296,73,957,666,682,447,641,903,116,160,330,769,301,717,808,851,425,57,508,485,729,401,653,782,75,101,175,943,2510,767,1284,2839,296,73,957,666,682,447,641,903,116,160,330,769,301,717,808,851,425,57,508,485
376,807,915,230.6,128,455,628.2,911,329,420,776,327,234,159,278,564,246,155.9,712,123,59.4,696,79,210,410,156,204,75,79.7,90,422,294.7,376,807,915,230.6,128,455,628.2,911,329,420,776,327,234,159,278,564,246,155.9,712,123,59.4,696,79,210,410,156,204,75,79.7,90,422,294.7,376,807,915,230.6,128,455,628.2,911,329,420,776,327,234,159,278,564,246,155.9,712,123,59.4,696,79,210,410,156,204,75,79.7,90,422,294.7,376,807,915,230.6,128,455,628.2
139,408,133,177.7,47,172,79.2,120,76,52,122,308,97,38,181,193,180,20,278,73,39.1,339,54,47,187,96,140,42,112.6,151,164,96.2,139,408,133,177.7,47,172,79.2,120,76,52,122,308,97,38,181,193,180,20,278,73,39.1,339,54,47,187,96,140,42,112.6,151,164,96.2,139,408,133,177.7,47,172,79.2,120,76,52,122,308,97,38,181,193,180,20,278,73,39.1,339,54,47,187,96,140,42,112.6,151,164,96.2,139,408,133,177.7,47,172,79.2
159.5,388,197.5,346.4,41,35,145.5,75.5,126.5,216,213,170.5,167,73.5,429.5,551.5,68.5,36.4,599,67,79.1,313,271.5,78.5,266,64,156,28,57.8,65.5,40,124.45,159.5,388,197.5,346.4,41,35,145.5,75.5,126.5,216,213,170.5,167,73.5,429.5,551.5,68.5,36.4,599,67,79.1,313,271.5,78.5,266,64,156,28,57.8,65.5,40,124.45,159.5,388,197.5,346.4,41,35,145.5,75.5,126.5,216,213,170.5,167,73.5,429.5,551.5,68.5,36.4,599,67,79.1,313,271.5,78.5,266,64,156,28,57.8,65.5,40,124.45,159.5,388,197.5,346.4,41,35,145.5
993,1423,1727,1226.4,23,1643,1182.1,1748,901,444,588,1532,535,443,1316,1021,55,20,633,192,696,1432,290,742,1690,756,269,20,109.5,320,1123,249.3,993,1423,1727,1226.4,23,1643,1182.1,1748,901,444,588,1532,535,443,1316,1021,55,20,633,192,696,1432,290,742,1690,756,269,20,109.5,320,1123,249.3,993,1423,1727,1226.4,23,1643,1182.1,1748,901,444,588,1532,535,443,1316,1021,55,20,633,192,696,1432,290,742,1690,756,269,20,109.5,320,1123,249.3,993,1423,1727,1226.4,23,1643,1182.1
833,1531,1094,998,142,487,677,941,439,791,1109,124,20,621,1358,2552,712,1331,1220,313,189,1928,249,932,1087,825,2196,20,271,263,619,852,833,1531,1094,998,142,487,677,941,439,791,1109,124,20,621,1358,2552,712,1331,1220,313,189,1928,249,932,1087,825,2196,20,271,263,619,852,833,1531,1094,998,142,487,677,941,439,791,1109,124,20,621,1358,2552,712,1331,1220,313,189,1928,249,932,1087,825,2196,20,271,263,619,852,833,1531,1094,998,142,487,677
567,926,676,182,84,332,1012,493,199,854,1144,109,71,246,484,1138,204,141,383,47,39,744,81,388,507,290,350,24,92,114,184,139,567,926,676,182,84,332,1012,493,199,854,1144,109,71,246,484,1138,204,141,383,47,39,744,81,388,507,290,350,24,92,114,184,139,567,926,676,182,84,332,1012,493,199,854,1144,109,71,246,484,1138,204,141,383,47,39,744,81,388,507,290,350,24,92,114,184,139,567,926,676,182,84,332,1012
20,20,20,20,20,20,20,20,20,20,20,20,61,20,20,20,20,20,20,20,20,63,20,20,20,20,20,357,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,61,20,20,20,20,20,20,20,20,63,20,20,20,20,20,357,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,61,20,20,20,20,20,20,20,20,63,20,20,20,20,20,357,20,20,20,20,20,20,20,20,20,20,20
2696.33333,2114.33333,2540.33333,1476.26667,471,2226.66667,3728.2,3981.66667,1512,5735.66667,6275,1304.66667,1214.66667,1688,3109.66667,3189.33333,2002.33333,2025.9,4668.66667,182.33333,154.53333,2525.66667,239.33333,1171.66667,1872.66667,1179,1338.33333,78.66667,789.3,557,541.33333,729.03333,2696.33333,2114.33333,2540.33333,1476.26667,471,2226.66667,3728.2,3981.66667,1512,5735.66667,6275,1304.66667,1214.66667,1688,3109.66667,3189.33333,2002.33333,2025.9,4668.66667,182.33333,154.53333,2525.66667,239.33333,1171.66667,1872.66667,1179,1338.33333,78.66667,789.3,557,541.33333,729.03333,2696.33333,2114.33333,2540.33333,1476.26667,471,2226.66667,3728.2,3981.66667,1512,5735.66667,6275,1304.66667,1214.66667,1688,3109.66667,3189.33333,2002.33333,2025.9,4668.66667,182.33333,154.53333,2525.66667,239.33333,1171.66667,1872.66667,1179,1338.33333,78.66667,789.3,557,541.33333,729.03333,2696.33333,2114.33333,2540.33333,1476.26667,471,2226.66667,3728.2
112,302,305,93.2,26,121,184.9,318,31,191,181,48,43,44,20,211,75,20,313,20,20,384,107,201,480,97,277,20,31.5,75,83,119,112,302,305,93.2,26,121,184.9,318,31,191,181,48,43,44,20,211,75,20,313,20,20,384,107,201,480,97,277,20,31.5,75,83,119,112,302,305,93.2,26,121,184.9,318,31,191,181,48,43,44,20,211,75,20,313,20,20,384,107,201,480,97,277,20,31.5,75,83,119,112,302,305,93.2,26,121,184.9
171,324.5,286,27.5,22,260.5,323.7,218,26,176.5,274,64,45.5,91,36,260,84,150.3,246,20,22.9,383.5,144.5,73,185.5,79.5,106.5,126,147.45,33.5,196.5,169.05,171,324.5,286,27.5,22,260.5,323.7,218,26,176.5,274,64,45.5,91,36,260,84,150.3,246,20,22.9,383.5,144.5,73,185.5,79.5,106.5,126,147.45,33.5,196.5,169.05,171,324.5,286,27.5,22,260.5,323.7,218,26,176.5,274,64,45.5,91,36,260,84,150.3,246,20,22.9,383.5,144.5,73,185.5,79.5,106.5,126,147.45,33.5,196.5,169.05,171,324.5,286,27.5,22,260.5,323.7
217,342.5,436.5,107.2,20,87,176,245,62.5,253,369,42,43,91,132,376.5,162.5,106.75,390,20,26.05,228.5,59.5,49,163.5,105,100.5,21.5,30.8,20,20,167.6,217,342.5,436.5,107.2,20,87,176,245,62.5,253,369,42,43,91,132,376.5,162.5,106.75,390,20,26.05,228.5,59.5,49,163.5,105,100.5,21.5,30.8,20,20,167.6,217,342.5,436.5,107.2,20,87,176,245,62.5,253,369,42,43,91,132,376.5,162.5,106.75,390,20,26.05,228.5,59.5,49,163.5,105,100.5,21.5,30.8,20,20,167.6,217,342.5,436.5,107.2,20,87,176
1064,1536,1658,765,71,1097,1475.6,1560,588,781,598,670,747,185,1130,2176,929,952,2743,145,165,1707,494,641,1087,782,1139,223,102.9,383,1291,849.7,1064,1536,1658,765,71,1097,1475.6,1560,588,781,598,670,747,185,1130,2176,929,952,2743,145,165,1707,494,641,1087,782,1139,223,102.9,383,1291,849.7,1064,1536,1658,765,71,1097,1475.6,1560,588,781,598,670,747,185,1130,2176,929,952,2743,145,165,1707,494,641,1087,782,1139,223,102.9,383,1291,849.7,1064,1536,1658,765,71,1097,1475.6
1427,1745,2409,951.4,20,1392,1194.4,2572,878,861,1448,380,542,498,20,2143,762,742.6,2172,20,20,2051,658,551,1969,1034,1502,135,20,324,890,1464.6,1427,1745,2409,951.4,20,1392,1194.4,2572,878,861,1448,380,542,498,20,2143,762,742.6,2172,20,20,2051,658,551,1969,1034,1502,135,20,324,890,1464.6,1427,1745,2409,951.4,20,1392,1194.4,2572,878,861,1448,380,542,498,20,2143,762,742.6,2172,20,20,2051,658,551,1969,1034,1502,135,20,324,890,1464.6,1427,1745,2409,951.4,20,1392,1194.4
153,314,418,132,30,127,227,157,20,132,206,71,65,116,25,449,20,20,189,20,48,240,54,202,234,178,106,77,43,20,113,103,153,314,418,132,30,127,227,157,20,132,206,71,65,116,25,449,20,20,189,20,48,240,54,202,234,178,106,77,43,20,113,103,153,314,418,132,30,127,227,157,20,132,206,71,65,116,25,449,20,20,189,20,48,240,54,202,234,178,106,77,43,20,113,103,153,314,418,132,30,127,227
214,676,428,98.2,38,560,387.9,948,385,394,399,20,20,94,261,802,370,455.8,1364,20,23.7,505,268,55,391,298,416,20,74.5,61,295,245,214,676,428,98.2,38,560,387.9,948,385,394,399,20,20,94,261,802,370,455.8,1364,20,23.7,505,268,55,391,298,416,20,74.5,61,295,245,214,676,428,98.2,38,560,387.9,948,385,394,399,20,20,94,261,802,370,455.8,1364,20,23.7,505,268,55,391,298,416,20,74.5,61,295,245,214,676,428,98.2,38,560,387.9
20,228,157,20,232,105,231,333,393,300,222,20,20,265,581,347,192,582,253,20,176,687,362,396,378,147,725,120,199,213,479,353,20,228,157,20,232,105,231,333,393,300,222,20,20,265,581,347,192,582,253,20,176,687,362,396,378,147,725,120,199,213,479,353,20,228,157,20,232,105,231,333,393,300,222,20,20,265,581,347,192,582,253,20,176,687,362,396,378,147,725,120,199,213,479,353,20,228,157,20,232,105,231
120,166,174,75,20,74,180,166,106,323,288,81,20,82,54,486,51,77,102,20,22,218,46,193,163,66,157,40,20,20,135,133,120,166,174,75,20,74,180,166,106,323,288,81,20,82,54,486,51,77,102,20,22,218,46,193,163,66,157,40,20,20,135,133,120,166,174,75,20,74,180,166,106,323,288,81,20,82,54,486,51,77,102,20,22,218,46,193,163,66,157,40,20,20,135,133,120,166,174,75,20,74,180
20,41,41,20,20,36,240,137,46,209,170,20,20,29,20,20,103,20,20,20,20,57,20,20,33,20,33,32,20,20,20,20,20,41,41,20,20,36,240,137,46,209,170,20,20,29,20,20,103,20,20,20,20,57,20,20,33,20,33,32,20,20,20,20,20,41,41,20,20,36,240,137,46,209,170,20,20,29,20,20,103,20,20,20,20,57,20,20,33,20,33,32,20,20,20,20,20,41,41,20,20,36,240
51,20,20,20,20,20,109.4,20,20,159,226,20,20,44,20,70,20,20,20,20,20,20,20,20,20,26,20,20,20,20,40,20,51,20,20,20,20,20,109.4,20,20,159,226,20,20,44,20,70,20,20,20,20,20,20,20,20,20,26,20,20,20,20,40,20,51,20,20,20,20,20,109.4,20,20,159,226,20,20,44,20,70,20,20,20,20,20,20,20,20,20,26,20,20,20,20,40,20,51,20,20,20,20,20,109.4
577,943,653,428.6,20,643,671.5,735,245,345,967,911,506,256,582,826,138,144.3,863,162,213.3,825,60,232,432,243,131,155,246.4,177,308,171.2,577,943,653,428.6,20,643,671.5,735,245,345,967,911,506,256,582,826,138,144.3,863,162,213.3,825,60,232,432,243,131,155,246.4,177,308,171.2,577,943,653,428.6,20,643,671.5,735,245,345,967,911,506,256,582,826,138,144.3,863,162,213.3,825,60,232,432,243,131,155,246.4,177,308,171.2,577,943,653,428.6,20,643,671.5
20,432,220,20,20,20,175,20,20,451,243,157,20,138,20,20,20,20,30,20,20,353,20,20,20,20,20,20,20,49,20,40,20,432,220,20,20,20,175,20,20,451,243,157,20,138,20,20,20,20,30,20,20,353,20,20,20,20,20,20,20,49,20,40,20,432,220,20,20,20,175,20,20,451,243,157,20,138,20,20,20,20,30,20,20,353,20,20,20,20,20,20,20,49,20,40,20,432,220,20,20,20,175
53,104,111,20,20,20,20,20,20,75,166,20,227,34,20,112,130,116,263,216,44,20,24,35,109,20,20,20,20,20,20,56.9,53,104,111,20,20,20,20,20,20,75,166,20,227,34,20,112,130,116,263,216,44,20,24,35,109,20,20,20,20,20,20,56.9,53,104,111,20,20,20,20,20,20,75,166,20,227,34,20,112,130,116,263,216,44,20,24,35,109,20,20,20,20,20,20,56.9,53,104,111,20,20,20,20
512,1036,874,140,20,515,724.7,823,231,362,562,533,421,162,543,967,685,482.5,1217,102,148.1,981,217,213,619,368,560,189,240.4,322,332,505,512,1036,874,140,20,515,724.7,823,231,362,562,533,421,162,543,967,685,482.5,1217,102,148.1,981,217,213,619,368,560,189,240.4,322,332,505,512,1036,874,140,20,515,724.7,823,231,362,562,533,421,162,543,967,685,482.5,1217,102,148.1,981,217,213,619,368,560,189,240.4,322,332,505,512,1036,874,140,20,515,724.7
220.5,416,359.5,114.85,20,179,282.4,200,168.5,456.5,537,554,269,122.5,375.5,304,65,196.1,319.5,20,20,428.5,119,72.5,255.5,73,118,118.5,97.05,126.5,416.5,96.3,220.5,416,359.5,114.85,20,179,282.4,200,168.5,456.5,537,554,269,122.5,375.5,304,65,196.1,319.5,20,20,428.5,119,72.5,255.5,73,118,118.5,97.05,126.5,416.5,96.3,220.5,416,359.5,114.85,20,179,282.4,200,168.5,456.5,537,554,269,122.5,375.5,304,65,196.1,319.5,20,20,428.5,119,72.5,255.5,73,118,118.5,97.05,126.5,416.5,96.3,220.5,416,359.5,114.85,20,179,282.4
801,1142.5,1035.5,479.75,52.5,561.5,664.95,873,284,479.5,943,1112,619.5,263,722,1034.5,645,290.1,919,82,89.1,1227.5,159.5,556.5,1022.5,383,362.5,107.5,274.55,327,485,485.05,801,1142.5,1035.5,479.75,52.5,561.5,664.95,873,284,479.5,943,1112,619.5,263,722,1034.5,645,290.1,919,82,89.1,1227.5,159.5,556.5,1022.5,383,362.5,107.5,274.55,327,485,485.05,801,1142.5,1035.5,479.75,52.5,561.5,664.95,873,284,479.5,943,1112,619.5,263,722,1034.5,645,290.1,919,82,89.1,1227.5,159.5,556.5,1022.5,383,362.5,107.5,274.55,327,485,485.05,801,1142.5,1035.5,479.75,52.5,561.5,664.95
20,23,20,20,20,20,20,20,20,130,46,20,20,20,20,20,20,20,20,20,20,20,20,20,89,72,51,20,20,20,20,20,20,23,20,20,20,20,20,20,20,130,46,20,20,20,20,20,20,20,20,20,20,20,20,20,89,72,51,20,20,20,20,20,20,23,20,20,20,20,20,20,20,130,46,20,20,20,20,20,20,20,20,20,20,20,20,20,89,72,51,20,20,20,20,20,20,23,20,20,20,20,20
486,1231,909,232.9,20,190,711.4,615,156,504,635,294,267,120,565,854,1088,744.4,1567,55,45.3,965,91,224,753,233,406,83,47.3,189,301,380.9,486,1231,909,232.9,20,190,711.4,615,156,504,635,294,267,120,565,854,1088,744.4,1567,55,45.3,965,91,224,753,233,406,83,47.3,189,301,380.9,486,1231,909,232.9,20,190,711.4,615,156,504,635,294,267,120,565,854,1088,744.4,1567,55,45.3,965,91,224,753,233,406,83,47.3,189,301,380.9,486,1231,909,232.9,20,190,711.4
1141,1886,1371,641.9,147,1193,1835.5,1822,770,1064,1362,1365,438,434,1349,1861,1317,894.1,1927,140,49.9,2119,427,869,1665,903,1292,566,555.8,745,1121,1193.3,1141,1886,1371,641.9,147,1193,1835.5,1822,770,1064,1362,1365,438,434,1349,1861,1317,894.1,1927,140,49.9,2119,427,869,1665,903,1292,566,555.8,745,1121,1193.3,1141,1886,1371,641.9,147,1193,1835.5,1822,770,1064,1362,1365,438,434,1349,1861,1317,894.1,1927,140,49.9,2119,427,869,1665,903,1292,566,555.8,745,1121,1193.3,1141,1886,1371,641.9,147,1193,1835.5
496,760,608,310,41,286,457,349,279,461,598,48,49,140,372,958,182,114,357,20,20,617,49,371,598,268,292,68,93,94,209,241,496,760,608,310,41,286,457,349,279,461,598,48,49,140,372,958,182,114,357,20,20,617,49,371,598,268,292,68,93,94,209,241,496,760,608,310,41,286,457,349,279,461,598,48,49,140,372,958,182,114,357,20,20,617,49,371,598,268,292,68,93,94,209,241,496,760,608,310,41,286,457
49,55,20,27,44,20,20,20,20,20,20,124,20,28,20,20,20,179,20,30,20,20,20,20,20,20,20,97,20,20,20,20,49,55,20,27,44,20,20,20,20,20,20,124,20,28,20,20,20,179,20,30,20,20,20,20,20,20,20,97,20,20,20,20,49,55,20,27,44,20,20,20,20,20,20,124,20,28,20,20,20,179,20,30,20,20,20,20,20,20,20,97,20,20,20,20,49,55,20,27,44,20,20
182.66667,436,658.66667,154.76667,32.33333,313.33333,349.6,701.33333,176,376.33333,730.33333,812.33333,328,128.66667,306.66667,402,172.66667,126.03333,243.33333,143,125.5,499.66667,101,108.33333,418.33333,173.66667,252.66667,180.33333,161.6,92,194.66667,165.63333,182.66667,436,658.66667,154.76667,32.33333,313.33333,349.6,701.33333,176,376.33333,730.33333,812.33333,328,128.66667,306.66667,402,172.66667,126.03333,243.33333,143,125.5,499.66667,101,108.33333,418.33333,173.66667,252.66667,180.33333,161.6,92,194.66667,165.63333,182.66667,436,658.66667,154.76667,32.33333,313.33333,349.6,701.33333,176,376.33333,730.33333,812.33333,328,128.66667,306.66667,402,172.66667,126.03333,243.33333,143,125.5,499.66667,101,108.33333,418.33333,173.66667,252.66667,180.33333,161.6,92,194.66667,165.63333,182.66667,436,658.66667,154.76667,32.33333,313.33333,349.6
20,20,100,21.5,29,182,29.2,65.5,79,20,31.5,141.5,44,41,24.5,90.5,177,60.1,88,108,96.15,146,51.5,20,20,20,60.5,113.5,112.3,33.5,20,83.75,20,20,100,21.5,29,182,29.2,65.5,79,20,31.5,141.5,44,41,24.5,90.5,177,60.1,88,108,96.15,146,51.5,20,20,20,60.5,113.5,112.3,33.5,20,83.75,20,20,100,21.5,29,182,29.2,65.5,79,20,31.5,141.5,44,41,24.5,90.5,177,60.1,88,108,96.15,146,51.5,20,20,20,60.5,113.5,112.3,33.5,20,83.75,20,20,100,21.5,29,182,29.2
349,466.5,573.5,225.55,51,433,614.4,191.5,264,217.5,342.5,850,488,148,611,590,446.5,103.35,495.5,289.5,146.45,578,181,234,569,233.5,276.5,228,201.6,155,219,243.95,349,466.5,573.5,225.55,51,433,614.4,191.5,264,217.5,342.5,850,488,148,611,590,446.5,103.35,495.5,289.5,146.45,578,181,234,569,233.5,276.5,228,201.6,155,219,243.95,349,466.5,573.5,225.55,51,433,614.4,191.5,264,217.5,342.5,850,488,148,611,590,446.5,103.35,495.5,289.5,146.45,578,181,234,569,233.5,276.5,228,201.6,155,219,243.95,349,466.5,573.5,225.55,51,433,614.4
129,234.5,100,102.6,20,20,78.4,20,118.5,222.5,200.5,20,51.5,30,20,119,20,20,118.5,20,20,396.5,20,131.5,476.5,201.5,304,20,20,20,267,204.55,129,234.5,100,102.6,20,20,78.4,20,118.5,222.5,200.5,20,51.5,30,20,119,20,20,118.5,20,20,396.5,20,131.5,476.5,201.5,304,20,20,20,267,204.55,129,234.5,100,102.6,20,20,78.4,20,118.5,222.5,200.5,20,51.5,30,20,119,20,20,118.5,20,20,396.5,20,131.5,476.5,201.5,304,20,20,20,267,204.55,129,234.5,100,102.6,20,20,78.4
20,241,161,169,60,150,127,221,136,126,91,51,114,127,281,172,147,20,20,58,49,246,20,72,120,166,206,91,68,62,20,128,20,241,161,169,60,150,127,221,136,126,91,51,114,127,281,172,147,20,20,58,49,246,20,72,120,166,206,91,68,62,20,128,20,241,161,169,60,150,127,221,136,126,91,51,114,127,281,172,147,20,20,58,49,246,20,72,120,166,206,91,68,62,20,128,20,241,161,169,60,150,127
34,115,151,35,20,78,84,64,20,64,104,20,22,21,20,170,64,20,20,20,20,53,20,20,20,20,20,20,20,20,37,20,34,115,151,35,20,78,84,64,20,64,104,20,22,21,20,170,64,20,20,20,20,53,20,20,20,20,20,20,20,20,37,20,34,115,151,35,20,78,84,64,20,64,104,20,22,21,20,170,64,20,20,20,20,53,20,20,20,20,20,20,20,20,37,20,34,115,151,35,20,78,84
